"Designator";"Comment";"Footprint";"Center-X(mm)";"Center-Y(mm)";"Rotation";"Layer"
"U1B";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"-35.0000";"33.5000";"0";"TopLayer"
"U2B";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"-34.9998";"11.5443";"180";"TopLayer"
"U3B";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"-35.0000";"-10.5000";"0";"TopLayer"
"U4B";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"-34.9998";"-32.4558";"180";"TopLayer"
"U1C";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"-21.0000";"33.5000";"0";"TopLayer"
"U2C";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"-20.9998";"11.5443";"180";"TopLayer"
"U3C";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"-21.0000";"-10.5000";"0";"TopLayer"
"U4C";"SD18OB261-060";"SMD_MICROPHONE_(SD18OB261-060)";"-20.9998";"-32.4558";"180";"TopLayer"
"U1D";"MP34DT05TR-A";"SMD_Microphone_(MP34DT05TR-A)";"-7.0000";"33.5000";"0";"TopLayer"
"U2D";"GMA3526H10-B26";"SMD_MICROPHONE_(GMA3526H10-B26)";"-6.9998";"11.5443";"180";"TopLayer"
"U3D";"GMA4030H11-F26";"SMD_Microphone_(GMA4030H11-F26)";"-7.0000";"-10.5000";"0";"TopLayer"
